intitulé,catégorie,entreprise,localisation,type_contrat,temps_contrat,date_publication,url,salaire,description
Aide aux personnes âgées  (H/F),Services à la personne / à la collectivité,AIDE A DOMICILE EN TONNERROIS,Bourgogne-Franche-Comté,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCQG,temps partiel - 30H Au domicile d’un particulier Salaire brut : Horaire de 11.88 Euros à 13.89 Euros sur 12 mois,"Nous recherchons quelqu'un (h/f) pour un CDD 2 mois, 130 h par mois sur le secteur d'Ancy-le-franc.

Vous irez au domicile des personnes afin de les aider dans les actes essentiels de la vie..."
Assistant / Assistante de vie dépendance (H/F),Services à la personne / à la collectivité,ADHAP,Île-de-France,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCPX,temps partiel - 30H Autre Salaire brut : Horaire de 12.29 Euros à 13.55 Euros sur 12.0 mois,"le centre ADHAP de PARIS 75019 recrute des assistant(e)s de vie ( H-F).
Dans le cadre de ses fonctions et sans que cette liste soit limitative, le salarié sera chargé d'assurer notamment : l'aide à..."
Garde d'enfant à domicile (H/F),Services à la personne / à la collectivité,BABYCHOU SERVICES,Occitanie,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCPS,temps partiel - 5H Autre Salaire brut : Horaire de 12 Euros,"Entreprise : Babychou Services

Lieu : Larra

Horaires : de 06h30 à 08h30 les lundis, mardis et mercredis matins.

Description du Poste : Babychou Services recherche intervenant(e) à domicile à Larra..."
Chef d'équipe SSIAP 2 (H/F),Services à la personne / à la collectivité,TORANN-FRANCE,Bretagne,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNS,35H Travail en journée Salaire brut : Mensuel de 2105.0 Euros à 2106.0 Euros sur 12.0 mois,"Sur un site client grande galerie commerciale, située à RENNES (35), nous recherchons un Chef d'équipe SSIAP2 H/F.
Vous assurerez les missions suivantes : management des agents, maintien des..."
Educateur spécialisé (H/F),Services à la personne / à la collectivité,75 - Paris,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNM,35H Travail en journée Salaire brut : Mensuel de 2195.0 Euros sur 12.0 mois,"L'accompagnement proposé vise au développement de la personnalité et à l'épanouissement des jeunes ainsi qu'à la mise en œuvre d'actions collectives.

Cet accompagnement s'effectue selon le profil du..."
Agent / Agente d'entretien de nettoyage industriel,Services à la personne / à la collectivité,PLUSERVICE,Pays de la Loire,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNH,temps partiel - 5H Travail en journée Salaire brut : Horaire de 12.13 Euros sur 0.0 mois,"bonjour,
nous recherchons un agent d'entretien pour un remplacement de congé du 31/12/2024 AU 08/03/2025
vous serez en charge du nettoyage de parties communes situé sur nantes Beaulieu prestations a..."
Archiviste (H/F),Services à la personne / à la collectivité,TUTELIA,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMG,35H Travail en journée Salaire brut : Mensuel de 1937.61 Euros à 2160.79 Euros sur 12.0 mois,"MERCI DE JOINDRE UNE LETTRE DE MOTIVATION A VOTRE CANDIDATURE.

Méthodique et organisé, vous faites preuve de rigueur et d'organisation. Une maîtrise des processus de gestion des archives est..."
Accompagnant éducatif et social / Accompagnante éducative e (H/F),Services à la personne / à la collectivité,LES PAPILLONS BLANCS BOURGOGNE DU SUD,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLN,35H Autre Salaire brut : CE,"Fonctions et activités principales :     
 - Aider et accompagner par l'apprentissage, la suppléance, les personnes dépendantes dans les actes de la vie quotidienne (lever, toilette, habillage, repas..."
Responsable de Compte (F/H),Services à la personne / à la collectivité,ADEQUAT 017,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLK,35H Travail en horaires décalés Salaire brut : Mensuel de 1833.0 Euros à 2250.0 Euros sur 12.0 mois,"Poste en CDD à pourvoir dès que possible jusqu'au 30/09/2025.

Plus de 20.000 salariés sont en poste chaque jour grâce à l'accompagnement et au savoir-faire de plus de 1000 recruteurs spécialisés...."
Responsable de Compte (F/H),Services à la personne / à la collectivité,ADEQUAT 017,Bourgogne-Franche-Comté,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLJ,35H Travail en horaires décalés Salaire brut : Mensuel de 1833.0 Euros à 2250.0 Euros sur 12.0 mois,"Poste en CDD à pourvoir dès que possible jusqu'au 30/09/2025.

Plus de 20.000 salariés sont en poste chaque jour grâce à l'accompagnement et au savoir-faire de plus de 1000 recruteurs spécialisés...."
Mandataire judiciaire à la protection des majeurs           (H/F),Services à la personne / à la collectivité,TUTELIA,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLH,35H Travail en journée Salaire brut : Mensuel de 2100.71 Euros à 2542.78 Euros sur 12.0 mois,"MERCI DE JOINDRE UNE LETTRE DE MOTIVATION A VOTRE CANDIDATURE.

Vous êtes diplômé CESF, AS, Educateur Spécialisé, en droits privés ou sciences humaines ou spécialisé dans la protection juridique des..."
Travailleur social Formateur H/F,Services à la personne / à la collectivité,RESEAU EXPER GERSOIS D AIDE REINSERTION,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCKR,35H Autre Salaire brut : Annuel de 25000.00 Euros à 38000.00 Euros sur 12 mois,L'association REGAR gère un centre de formation dédié à l'insertion sociale et professionnelle des publics en situation de grande précarité. Nous intervenons auprès de publics variés tels que les...
UN(E) DIRECTEUR ADJOINT ALAE-ALSH (H/F),Services à la personne / à la collectivité,COMMUNE DE LAUNAGUET,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCKP,35H Autre Salaire brut : grille indiciaire d'adjoint,"Sous l'autorité du Directeur ALAE, l'agent sera chargé(e) d'organiser et coordonner la mise en place des activités qui découlent du projet pédagogique concernant l'accueil de jeunes enfants,..."
Garde d'enfant à domicile (H/F),Services à la personne / à la collectivité,ILYTIS SERVICES,Provence-Alpes-Côte d'Azur,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCKL,temps partiel - 6H Travail en journée Salaire brut : Horaire de 11.88 Euros sur 0.0 mois,"Nous recherchons un intervenant H/F pour de la garde d'enfant de 2 enfants sur le secteur de Entraigues à compter du 6 janvier 2025.

Vous justifiez impérativement d'une expérience réussie dans la..."
Auxiliaire de Vie H/F,Services à la personne / à la collectivité,AZAE POITIERS,Nouvelle-Aquitaine,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJZ,temps partiel - 25H Travail en journée Salaire brut : Horaire de 12.4 Euros sur 12.0 mois,"Vos missions :
DEVENEZ LE RAYON DE SOLEIL DE NOS BÉNÉFICIAIRES !

Vous souhaitez vivre une aventure humaine ? Rejoignez-nous dès maintenant ! Notre agence recrute un(e) auxiliaire de vie.


LES..."
Éducateur spécialisé / Éducatrice spécialisée (H/F),Services à la personne / à la collectivité,ASSOCIATION SAINT JOSEPH AFOR,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJS,35H Autre Salaire brut : Mensuel de 2482.0 Euros sur 12.0 mois,La mission principale de l'association est d'accueillir et d'accompagner des personnes avec ou sans enfants qui sont sans logement et sans ressource suite à des situations de...
Agent(e) d'entretien (H/F),Services à la personne / à la collectivité,PROPRETE BRETAGNE CENTRE,Bretagne,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJQ,temps partiel - 2H30 Travail en journée Salaire brut : Horaire de 12.13 Euros à 12.17 Euros sur 0.0 mois,"PROPRETE BRETAGNE CENTRE recherche un(e) agent(e) d'entretien des locaux sur le secteur de REGUINY - RADENAC (56).

Les missions sont les suivantes : 
- entretien de sanitaires
- entretien de..."
EDUCATEUR SPECIALISE CHATENOY LE ROYAL (H/F),Services à la personne / à la collectivité,MUTUALITE FRANCAISE SAONE ET LOIRE,Bourgogne-Franche-Comté,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJM,38H Autre Salaire brut : CONVENTION 66,"EDUCATEUR (H/F) EN CDD

Temps plein

Et si c'était vous ?

Vous avez fait le vœu de rejoindre une entreprise dynamique, innovante et qui aura le souhait de vous accompagner dans votre projet..."
Animateur en Ehpad (H/F),Services à la personne / à la collectivité,CENTRE INTERCOMMUNAL D'ACTION SOCIALE,Bretagne,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJF,35H Travail en journée Salaire brut : Selon grille et expérience,"Le CIAS du Pays Fouesnantais recrute un(e) animateur/animatrice. Il contribue à favoriser l'épanouissement de la personne et sa participation à la vie sociale au travers d'activités adaptées,..."
Agent / Agente de propreté de locaux (H/F),Services à la personne / à la collectivité,CLEAN ATTITUDE,Pays de la Loire,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHQ,temps partiel - 5H Travail en journée Salaire brut : Horaire de 12.17 Euros sur 0.0 mois,"CLEAN attitude est une entreprise de nettoyage spécialisée dans le nettoyage de locaux et de nettoyage de fin de chantiers.

Acteur majeur du nettoyage industriel sur les départements de la Loire -..."
Chanteur / Chanteuse,Spectacle,LIBERTE DE CHANTER,Occitanie,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXCQ,temps partiel - 3H Autre Salaire brut : 120€ net / prestation,Nous recherchons pour notre association un/e chanteur/euse pour variété française et internationale.
Responsable administration et production (H/F),Spectacle,VIRGULE CTRE TRANSFRONTCREATION THEAT,Hauts-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWYC,35H Autre Salaire brut : Groupe 4 de la CCNEAC,"Vos missions sous l'autorité du directeur et en collaboration avec la cheffe-comptable :
- la gestion budgétaire, financière et administrative de l'association (entre autres : établissement et suivi..."
Mannequin cabine / mannequin d'essayage   (F) (H/F),Spectacle,V2D CREATION,Hauts-de-France,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSDT,temps partiel - 4H Autre Salaire brut : Horaire de 13.5 Euros sur 12 mois,Entreprise de création et de distribution de lingerie cherche des personnes pour collaborer avec les modélistes dans la mise au point des modèles en essayant des collections pendant les séances de...
Chargé.e de production (H/F),Spectacle,ASSOCIATION CRESCENT,Bourgogne-Franche-Comté,CDI,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JLJF,temps partiel - 28H Autre Salaire brut : Mensuel de 1596.0 Euros sur 12.0 mois,"Description du poste et des fonctions
Le poste comprend plusieurs fonctions :
-       Budgétaire et administrative
-       Logistique et technique
-       Partenariats

Détail des fonctions..."
"Technicien.ne Opérateur.rice Machiniste/Cintrier, F/H/NB _",Spectacle,77 - CHESSY,Île-de-France,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JKHC,35H Port et manipulation de charges lourdes Salaire brut : selon expérience,"Dans le cadre du Programme Préparation Opérationnelle à l'Emploi Individuelle, vous intégrerez une formation. Cette dernière est uniquement accessible aux demandeurs d'emploi, qu'ils soient en..."
Régisseur général / Régisseuse générale (H/F),Spectacle,PROMO DEGEL,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JKCH,35H Autre Salaire brut : Groupe4 CCNEAC -Fonction expérience,"Sous l'autorité de la directrice, le-la régisseur-se général-e est responsable de la mise en œuvre technique du projet artistique et des activités du Moulin.
A ce titre il-elle assure l'organisation..."
Hôte / Hôtesse animation en mascotte pour parade de noel (H/F),Spectacle,TRINITY,Nouvelle-Aquitaine,CDD,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHWG,temps partiel - 12H30 Autre Salaire brut : Horaire de 14.38 Euros sur 12.0 mois,"Nous avons besoin de deux personnes pour faire des mascottes pour la parade de noel dans un centre commercial 
Samedi 14 décembre et dimanche 15 décembre 2024
10h30 à 17h30 avec une heure de..."
Régisseur général technique (H/F),Spectacle,AUDITORIUM ORCHESTRE NATIONAL LYON  ONL,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HWXR,35H Autre Salaire brut : Grille Ville de Lyon,"Management et organisation

encadrer le régisseur technique principal ainsi que le régisseur des activités satellites
piloter les accueils techniques des évènements liés à la programmation et..."
Hôte / Hôtesse animation en mascotte pour parade de noel (H/F),Spectacle,TRINITY,Centre-Val de Loire,CDD,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HRVQ,temps partiel - 12H30 Autre Salaire brut : Horaire de 14.38 Euros sur 12.0 mois,"Nous avons besoin de deux personnes pour faire des mascottes pour la parade de noel dans un centre commercial à Saint jean de la Ruelle 
Samedi 21 décembre 2024
10h30 à 17h30 avec une heure de..."
Hôte / Hôtesse animation pour parade de noel (H/F),Spectacle,TRINITY,Centre-Val de Loire,CDD,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HRTC,temps partiel - 6H30 Autre Salaire brut : Horaire de 14.38 Euros sur 12.0 mois,"Nous avons besoin de deux personnes pour une déambulation en triporteur  pour une parade de Noel dans un centre commercial - habillage lutine de Noel 

Samedi14 décembre 2024 de 10h30 à  12h30 et de..."
Hôte / Hôtesse animation en mascotte pour parade de noel (H/F),Spectacle,TRINITY,Nouvelle-Aquitaine,CDD,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HRPS,temps partiel - 12H30 Autre Salaire brut : Horaire de 14.38 Euros sur 12.0 mois,"Nous avons besoin de deux personnes pour faire des mascottes pour la parade de noel dans un centre commercial à Ares Cap Ferret
Samedi 14 décembre et dimanche 15 décembre 2024
10h30 à 17h30 avec une..."
Enseignant (e) en Animation 3D (H/F),Spectacle,31 - AUZEVILLE TOLOSANE,Occitanie,CDD,Temps partiel,2024-12-10,https://candidat.pole-emploi.fr/offres/recherche/detail/185HDRS,temps partiel - 20H Autre Salaire brut : Horaire de 43.0 Euros,"L'ESMA Toulouse recrute  un(e) enseignant(e) en Animation 3D auprès des étudiants en formation Cinéma d'Animation 3D et Effets Spéciaux.
Poste à pourvoir en remplacement / CDD.

Missions :
- Cours..."
Chargé-e de programmation jeune public (H/F),Spectacle,Cdc Ile de Ré,Nouvelle-Aquitaine,CDD,Temps plein,2024-12-10,https://candidat.pole-emploi.fr/offres/recherche/detail/185GZKT,"35H Autre
Horaires irréguliers Salaire brut : Fonc cat C ou B ou contractuel","La Maline, équipement culturel intercommunal inauguré en mars 2022, est composée d'une salle de cinéma de 107 places et d'une salle de spectacle et de cinéma de 294 places. L'équipe compte 13 agents...."
Régisseur Général de la Direction Culture et Animation (H/F),Spectacle,MAIRIE,Pays de la Loire,CDI,Temps plein,2024-12-10,https://candidat.pole-emploi.fr/offres/recherche/detail/185GPWL,35H Autre Salaire brut : Rémunération statutaire + RI,"Type d'emploi : Emploi permanent - vacance d'emploi
Motif de vacance du poste : Poste vacant suite à une disponibilité
Grade(s) recherché(s) : 
- Technicien
- Adjoint technique
- Adjoint technique..."
Régisseur.se général.e adjoint.e (H/F),Spectacle,ORCHESTRE PHILHARMONIQUE DE STRASBOURG,Grand Est,CDD,Temps plein,2024-12-10,https://candidat.pole-emploi.fr/offres/recherche/detail/185GNZP,35H Possibilité de télétravail Salaire brut : Mensuel de 2331.16 Euros à 2697.43 Euros sur 12.0 mois,"Sous l'autorité de la régisseuse générale, le-la régisseur.euse général.e adjoint.e contribue à la mise en œuvre des moyens humains, logistiques et techniques nécessaires à la réalisation des..."
Monteur Video & Gestionnaire Reseaux Sociaux (H/F),Spectacle,KAMDO PRODUCTIONS,Centre-Val de Loire,CDI,Temps plein,2024-12-10,https://candidat.pole-emploi.fr/offres/recherche/detail/185GLVT,35H Autre Salaire brut : Mensuel de 2000.0 Euros sur 12.0 mois,"Description du poste :
Nous recherchons une personne motivee et polyvalente pour integrer notre equipe en tant que monteur video et gestionnaire de reseaux sociaux. Vous aurez pour mission de..."
Régisseur polyvalent spécialisé lumières (H/F),Spectacle,MAIRIE,Île-de-France,CDD,Temps plein,2024-12-09,https://candidat.pole-emploi.fr/offres/recherche/detail/185FYKL,35H Autre Salaire brut : Remuneration statutaire,"L'espace Culturel « Le Trèfle » en cours de construction ouvrira ses portes en fin d'année 2024. Il s'agit d'un équipement de 5500 m² qui regroupera une médiathèque, une salle polyvalente de 600..."
Chargé / chargée de production et d'administration (H/F),Spectacle,ACADEMIE BACH,Normandie,CDI,Temps plein,2024-12-09,https://candidat.pole-emploi.fr/offres/recherche/detail/185FWRV,35H Autre Salaire brut : A partir du gr. 5 éch. 1 CCNEAC,"Pour cette prise de poste attendue à compter de janvier 2025, nous recherchons un profil avec les savoirs précisés ci-dessous :
- Formation, qualification, expérience : formation supérieure de 3 ans..."
Directeur / Directrice de production (H/F),Spectacle,ORCHESTRE PHILHARMONIQUE DE STRASBOURG,Grand Est,CDD,Temps plein,2024-12-09,https://candidat.pole-emploi.fr/offres/recherche/detail/185FSVJ,35H Possibilité de télétravail Salaire brut : Mensuel de 3016.0 Euros à 5147.0 Euros sur 12.0 mois,"Sous l'autorité de la directrice générale et en relation avec le directeur musical et artistique, membre de l'équipe de direction, le-la directeur-trice de production a pour mission de mettre en..."
Chargé.e de production de tournées (H/F),Spectacle,TRANSE EXPRESS CIRCUS,Auvergne-Rhône-Alpes,CDD,Temps partiel,2024-12-09,https://candidat.pole-emploi.fr/offres/recherche/detail/185FRPZ,temps partiel - 16H Autre Salaire brut : Selon selon profil et expérience,"Au sein de l'équipe de diffusion et production de la compagnie, la personne recrutée sera responsable de la régie de tournée et participera à la stratégie de diffusion des spectacles du répertoire de..."
Cavalier / Cavalière d'entraînement (H/F),Sport,SOCIETE D'ENTRAINEMENT FRANCIS-HENRI GRA,Hauts-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCFC,39H Travail en journée Salaire brut : Mensuel de 2116.0 Euros sur 12.0 mois,"L'écurie recrute des cavaliers d'entrainement H/F sérieux(euses) et motivé(e)s. 
Une expérience dans les chevaux de course est fortement recommandée, mais un parcours en équitation classique pourra..."
Joueur professionnel / Joueuse professionnelle de football (H/F),Sport,RODEO FOOTBALL CLUB,Occitanie,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JGPN,35H Autre Salaire brut : négociation avec club,"Le club de Football Rodéo est en recherche de 2 joueurs professionnels de football à 11 en niveau national.

Nous recherchons un latéral droit et un attaquant.
Vous avez une expérience en tant..."
Agent de production F/H,Sport,SYNERGIE,Provence-Alpes-Côte d'Azur,Intérim,Temps plein,2024-12-10,https://candidat.pole-emploi.fr/offres/recherche/detail/185HKPF,35H Travail en horaires décalés Salaire brut : Annuel de 21622.0 Euros à 25000.0 Euros sur 12.0 mois,"Notre client recherche un Jockey H/F.

x LIEU DE TRAVAIL : Mougins (06)
x HORAIRES DE TRAVAIL : Du lundi au vendredi - 7h10-10h//10h20-12h00/12h30-15h00
x SALAIRE : 11,88 EUR H/B + TICKET..."
Cavalier/cavalière  d'Entraînement Galop (H/F),Sport,SOCIETE D'ENTRAINEMENT HENRI ALEX PANTAL,Pays de la Loire,CDI,Temps plein,2024-12-03,https://candidat.pole-emploi.fr/offres/recherche/detail/184YFKD,35H Autre Salaire brut : Mensuel de 1900.00 Euros à 2000.00 Euros sur 12 mois,"Nous sommes ravis de vous présenter cette offre d'emploi pour le poste de *Cavalier d'Entraînement Galop*. Rejoignez notre centre privé dédié aux chevaux de Pur-Sang Galop, où un environnement..."
Joueur professionnel de basket-ball (H/F),Sport,78 - TRAPPES,Île-de-France,CDD,Temps plein,2024-11-28,https://candidat.pole-emploi.fr/offres/recherche/detail/184TRKK,35H Autre Salaire brut : Annuel de 25000.0 Euros sur 12.0 mois,"Nous recherchons pour notre équipe masculine évoluant en national 3 un joueur évoluant au poste 5.

Le joueur devra avoir eu une formation dans le championnat universitaire nord américain .

Si..."
Cavalier / cavaliere d'entraînement H / F (H/F),Sport,SOC D'ENTRAINEMENT FRANCOIS ROHAUT,Nouvelle-Aquitaine,CDI,Temps plein,2024-06-24,https://candidat.pole-emploi.fr/offres/recherche/detail/184NYKJ,35H Autre Salaire brut : selon convention collective,"Poste et missions :
Nous recherchons cavalier(e) d'entraînement galop bon niveau d'équitation et motivé(e) pour intégrer une équipe de 25 salariés qui monte 80 chevaux de qualité.
Possibilité de..."
Cavalier / Cavalière d'entraînement (H/F),Sport,ENDALTSEV IGOR,Hauts-de-France,CDI,Temps plein,2024-06-14,https://candidat.pole-emploi.fr/offres/recherche/detail/184NQFB,35H Autre Salaire brut : Mensuel de 1812.0 Euros à 1900.0 Euros sur 12.0 mois,"Dresser et entraîner quotidiennement les chevaux sous la responsabilité d'un entraîneur.
Assurer l'entretien des litières, les soins et le pansage des chevaux de course dont il a la..."
Dresseur(se) de chevaux (H/F),Sport,GROUPEMENT D'EMPLOYEURS DEPARTEMENTAL DE,Nouvelle-Aquitaine,CDD,Temps plein,2024-05-25,https://candidat.pole-emploi.fr/offres/recherche/detail/184MQRT,35H Travail en journée Salaire brut : smic+10% de CP+10 % de précarité,"Nous recherchons une personne pour un remplacement maternité de 3 mois avec les compétences indiqué ci-dessous : 

- Cavalier(e) ayant concouru en compétition niveau Pro 1/Grand Prix dressage..."
Cavalier / Cavalière d'entraînement (H/F),Sport,60 - GOUVIEUX,Hauts-de-France,CDI,Temps plein,2024-05-05,https://candidat.pole-emploi.fr/offres/recherche/detail/184LHBV,39H Travail en journée Salaire brut : Primes,"Ecurie de galop située à Chantilly (60) cherche cavalier(e) d'entrainement: rigueur, expérience, bonne connaissance de l'animal, esprit d'équipe, fiabilité."
Cavalier / Cavalière d'entraînement (H/F),Sport,BUDKA ADELAIDE,Hauts-de-France,CDI,Temps plein,2024-11-20,https://candidat.pole-emploi.fr/offres/recherche/detail/184LHBH,39H Travail en journée Salaire brut : selon le coefficient CCN 350,"Ecurie des chevaux au galop cherche un/une cavalier / cavalière d'entraînement. Nous apprécions le sérieux, la rigueur, le respect des chevaux, l'esprit d''équipe."
Cavalier / Cavalière d'entraînement,Sport,LA FERME D'APREMONT SA,Hauts-de-France,CDD,Temps plein,2024-04-25,https://candidat.pole-emploi.fr/offres/recherche/detail/184JLCB,35H Travail le week-end Salaire brut : Mensuel de 1801.83 Euros sur 12.0 mois,Dressage de chevaux de polo  - Entrainement de chevaux de polo - soin des chevaux de polo - Préparation des chevaux de polo pour les matchs - Entretien des box - Savoir pratiquer la tonte des chevaux...
Cavalier / Cavalière d'entraînement,Sport,LA FERME D'APREMONT SA,Hauts-de-France,CDD,Temps plein,2024-04-25,https://candidat.pole-emploi.fr/offres/recherche/detail/184JKZR,35H Travail le week-end Salaire brut : Mensuel de 1801.83 Euros sur 12.0 mois,Dressage de chevaux de polo  - Entrainement de chevaux de polo - soin des chevaux de polo - Préparation des chevaux de polo pour les matchs - Entretien des box - Savoir pratiquer la tonte des chevaux...
Cavalier / Cavalière d'entraînement     (H/F),Sport,HARAS DE LA PLACIERE,Pays de la Loire,CDD,Temps plein,2024-04-25,https://candidat.pole-emploi.fr/offres/recherche/detail/184HQXL,37H30 Travail en journée Salaire brut : Horaire de 11.88 Euros sur 12.0 mois,"Vos missions : 
Entraînement de jeunes chevaux de courses (galopeurs)
- Monter 5 chevaux à la piste, jamais seul(e)
- Soigner les chevaux et les nourrir
- Entretenir les box

Expérience souhaitée..."
Coach sportif BOXE     (H/F),Sport,SAS L.R.B.G.,Auvergne-Rhône-Alpes,CDI,Temps partiel,2024-04-15,https://candidat.pole-emploi.fr/offres/recherche/detail/184HHTF,temps partiel - 20H Autre Salaire brut : à convenir,"Spécialité Boxe requise
Au sein d'une nouvelle salle de Boxe et de Remise en forme à Craponne (Ouest Lyonnais), vous vous verrez confier l'animation de:

- Cours collectifs: 
- Boxe anglaise,..."
Cavalier / Cavalière d'entraînement (H/F),Sport,SOCIETE D'ENTRAINEMENT JEROME DELAUNAY S,Pays de la Loire,CDI,Temps plein,2024-11-18,https://candidat.pole-emploi.fr/offres/recherche/detail/184HHHM,36H Autre Salaire brut : Selon expérience,"Écurie chevaux d'obstacles 
Recherche cavalier d'entraînement pour monter des lots le matin du lundi au samedi."
Ecurie de galop cherche cavalier/cavalière (H/F),Sport,SOC D ENTRAINEMENT MATHIEU BOUTIN,Hauts-de-France,CDI,Temps plein,2024-04-15,https://candidat.pole-emploi.fr/offres/recherche/detail/184GTQL,39H Travail en journée Salaire brut : selon le coefficient CCN 350,"Ecurie à Lamorlay cherche un cavalier/ere d'entraînement  expérimenté/e, autonome, sérieux/se et responsable, bon esprit d'équipe. Salaire suivant expérience et évolutif + primes + % sur gains."
Cavalier / Cavalière d'Entraînement (H/F),Sport,SOCIETE D ENTRAINEMENT CARLOS LERNER,Île-de-France,CDI,Temps plein,2024-03-06,https://candidat.pole-emploi.fr/offres/recherche/detail/184CMFQ,39H Travail le week-end Salaire brut : Pourcentage écurie,"Nous sommes à la Recherche de notre futur Cavalier d'entraînement  qualifié et expérimenté (H/F).

Vos principales missions :
- Réaliser les exercices de préparation physique selon le programme..."
Dresseur de chevaux de polo (H/F),Sport,SCEA LA MAGDELEINE,Île-de-France,CDD,Temps plein,2024-02-15,https://candidat.pole-emploi.fr/offres/recherche/detail/183SHNV,39H Autre Salaire brut : Mensuel de 2100.0 Euros à 2200.0 Euros sur 12.0 mois,"Nous recherchons 4 cavaliers dresseurs de chevaux polo (H/F) ayant 5 ans d'expérience minimum pour nous accompagner durant 10 mois, du 15 décembre 2024 au 15 octobre 2025.
Activités principales:
-..."
Cavalier professionnel /Cavalière professionnelle(H/F)2024,Sport,SCA HARAS DE GASSIN,Provence-Alpes-Côte d'Azur,Saisonnier,Temps plein,2024-02-15,https://candidat.pole-emploi.fr/offres/recherche/detail/183JDHR,39H Autre Salaire brut : Mensuel de 2500.0 Euros sur 12.0 mois,"Le haras de Gassin recherche pour sa saison 2025 un/une polo manager cavalier professionnel expérimenté H/F pour la période de avril à septembre 2025.
Vous organisez les compétitions de polo et les..."
Cavalier /Cavalière professionnel(le) - Polo ManagerH/F 2024,Sport,SCA HARAS DE GASSIN,Provence-Alpes-Côte d'Azur,Saisonnier,Temps plein,2024-11-12,https://candidat.pole-emploi.fr/offres/recherche/detail/183JDHQ,39H Autre Salaire brut : Mensuel de 2500.0 Euros sur 12.0 mois,"Le haras de Gassin recherche pour sa saison 2025 un/une polo manager cavalier/cavalière professionnel (le) expérimenté(e) H/F pour la période de avril à septembre 2025.
Vous organisez les..."
MAGASINIER VENDEUR (H/F),Transport / Logistique,SFIC,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCQJ,35H Travail en journée Salaire brut : Mensuel de 2000.0 Euros à 2100.0 Euros sur 12.0 mois,"SFIC recrute un/une MAGASINIER VENDEUR

Vous êtes un expert de l'organisation et votre bonne humeur est légendaire ? Alors, ces missions sont faites pour vous :

 Vous assurez la préparation et..."
